Category,Name,Phone,Address,Latitude,Longitude,Website,Place ID
Hospitals,Venus Hospital,01-4590255,"M8WQ+V3G, Devkota Sadak, Kathmandu 44600, Nepal",27.6972168,85.33765179999999,https://venushospital.com.np/,ChIJUc_MCZkZ6zkRtfQ6ywdfah8
Hospitals,Frontline Hospital,01-5970132,"Old Baneshwor, Kathmandu 44600, Nepal",27.7025058,85.33844719999999,https://frontlinehospital.com.np/,ChIJg9f3QYUZ6zkRQv-lItdsNwc
Hospitals,Akhanda Medical Center Pvt.Ltd,984-1442510,"Battishputali-9, काठमाडौँ 44600, Nepal",27.7058485,85.34273259999999,https://akhandamedical.com/,ChIJa89cfJ0Z6zkRqM-Rk0FWDqE
Hospitals,Blue Cross Hospital,01-5362027,"Tripura Marg, Kathmandu 44600, Nepal",27.6938746,85.31517199999999,https://bluecross.com.np/,ChIJzbtiYa0Z6zkRUeh9OVTgtm8
Hospitals,Greencity Hospital Pvt.Ltd.,01-4952248,"Ring Rd, Tokha 44600, Nepal",27.7372067,85.3229478,http://www.gch.com.np/,ChIJV2l_2yQZ6zkR2C8PHC1_XKE
Hospitals,Annapurna Neuro Hospital,01-5356568,"माइतीघर मण्डला, Kathmandu 44600, Nepal",27.6947558,85.3214996,http://www.annapurnahospitals.com/,ChIJmUX1zK8Z6zkRxpq5iU9FvJM
Hospitals,Nepal Mediciti,01-4217766,"Karyabinayak, Lalitpur 44600, Nepal",27.6619293,85.302661,http://www.nepalmediciti.com/,ChIJIwNJICYY6zkR86b1T6OO-sU
Hospitals,Overseas Friendship International Hospital 华侨友好医院,01-4520630,"Golkupakha Pipal Bot, Leknath Marg, Kathmandu 44600, Nepal",27.7183104,85.3117149,http://www.ofih.org/,ChIJcwJFwOIY6zkRIY4qaZL3DoY
Hospitals,Kathmandu Model Hospital,01-5340806,"Red Cross Marg, Kathmandu 44600, Nepal",27.7025533,85.32008610000001,https://www.facebook.com/kathmandumodelhospital/,ChIJ7SngQzEZ6zkRVbHHY3UnlLI
Hospitals,Dirghayu Guru Hospital & Research Center,01-4569693,"P88V+2XP, Budhang Marg, Kathmandu 44600, Nepal",27.7145059,85.3451615,N/A,ChIJh0oFe3oZ6zkRCvFynz-dnF4
Hospitals,Samata Hospital,01-4114063,"Boudhadwar Marg, Kathmandu 44600, Nepal",27.7165047,85.3573091,N/A,ChIJW0bjrtcb6zkR7opz9mA8bg4
Hospitals,Shankarapur Hospital,01-4911032,"Boudha Rd, Kathmandu 44600, Nepal",27.7214705,85.37844489999999,N/A,ChIJOc1GrLkb6zkRTWhxp5_jUSI
Hospitals,Wellness Hospital,01-4017787,"Kathmandu 44600, Nepal",27.7420086,85.33857909999999,http://wellnesshospital.com.np/,ChIJSYFcGU8Z6zkRTObVLGqus-o
Hospitals,Valley Maternity Nursing Home,01-4520224,"P84F+478, Kathmandu 44600, Nepal",27.7052949,85.3232037,N/A,ChIJd0rdHKgZ6zkR2lT5UHeN7KE
Hospitals,Kanti Children's Hospital,01-4411550,"P8MH+V9H, महाराजगन्ज सडक, Kathmandu 44600, Nepal",27.7346817,85.3284721,https://www.facebook.com/kantihospital/,ChIJKW4qBDwZ6zkRFzOfEMWJ8mQ
Hospitals,Gandhi Tulasi Manohara Community Hospital,01-4990701,"Jagatjung marga, kadaghari kathmandu Kageshwori manohara 9, M9WC+934, काठमाडौँ 44600, Nepal",27.6965687,85.36831339999999,http://www.gandhitulasimanohara.wordpress.com/,ChIJwX71ijAa6zkRlYSO6uYKeMw
Hospitals,Thapathali Maternity Hospital,01-4212568,"M8Q9+RF9, Kathmandu 44600, Nepal",27.6895303,85.3187366,N/A,ChIJhxVp37MZ6zkRugKsiF-a1so
Hospitals,Paropakar Maternity & Women's Hospital,01-5353276,"M8Q9+QJP, Maternity Hospital Road, Kathmandu 44600, Nepal",27.6894575,85.3190719,http://pmwh.gov.np/,ChIJWx5737MZ6zkRBTcmUwMK2io
Hospitals,Kantipur Hospital,01-4111627,"Shri Ganesh Marg, Kathmandu 44600, Nepal",27.6855939,85.3447983,http://www.kantipurhospital.com.np/,ChIJH-3EeI0Z6zkRMzMxsyy2YdA
Hospitals,All Nepal Hospital,01-4989905,"26, Kathmandu 44600, Nepal",27.7330454,85.31467169999999,http://allnepalhospital.com.np/,ChIJyaKJtCYZ6zkRKVyRkbw9ijk
Hospitals,Hope Hospital,01-4110842,"M8XX+7M2, Sinamangal Rd, Kathmandu 44600, Nepal",27.6982685,85.348321,https://hopehospital.edu.np/,ChIJpc1USYQZ6zkRkH-BrllHBUA
Hospitals,Himal hospital,01-4536348,"Thirbum Marg, Kathmandu 44600, Nepal",27.710568,85.3284891,http://himalhospital.com/,ChIJH9chWwkZ6zkRYI-JyJol2Dk
Hospitals,Huawe international Hospital Pvt. Ltd.,986-4258283,"P87W+97J, Kathmandu 44600, Nepal",27.713474,85.3456398,https://m.facebook.com/HUAWE-international-HospitaL-197642060855093/?ref=bookmarks,ChIJ10SaFHoZ6zkRuAWdMaTj0Pg
Hospitals,Capital Hospital,01-4168222,"P83C+3QH, Kathmandu 44600, Nepal",27.7026767,85.3219738,N/A,ChIJkV0OV6gZ6zkRc5coCBEdx3Q
Hospitals,International Medicare Kathmandu : Traveler's Health Clinic Kathmandu,976-4860781,"Chhetrapati 17, काठमाडौँ 44600, Nepal",27.7114023,85.3084222,http://internationalmedicare.org/,ChIJHfvhFbwZ6zkRz6w7HCk0uu4
Hospitals,KDC- General Hospital (P ) Ltd.,01-4985910,"Basundhara(Near Police Bit, Kathmandu 44600, Nepal",27.7364805,85.3238023,http://www.kdchospital.com/,ChIJ3fyhT9cZ6zkRn5Z80mdbwuc
Hospitals,Motherland Hospital,01-4992788,"Bhaktapur Road, Kathmandu 44600, Nepal",27.6893671,85.3598107,https://motherlandhospital.org.np/,ChIJ_9NwrCYa6zkRpS1qmefNWxE
Hospitals,Neuro Hospital Bansbari,01-4373850,"Kathmandu 44600, Nepal",27.7486124,85.3460046,http://neuro.org.np/,ChIJAbOdP1IZ6zkROg4CQuDoGk8
Hospitals,Nepal Police Hospital,01-4412430,"Krishna Dhara Marg, Kathmandu 44600, Nepal",27.7312052,85.32338709999999,https://nph.nepalpolice.gov.np/,ChIJH7w4NT0Z6zkR1Bsu0nJbKx0
Hospitals,Ishan Children & Women's Hospital Pvt. Ltd.,01-4959560,"Tokha Rd 5, Tokha, Basundhara, Kathmandu 44600, Nepal",27.7445113,85.3329892,https://ishanhospital.com.np/,ChIJaQYlvjcZ6zkRQ_M_NK6AfEQ
Hospitals,Patan Hospital,01-5522295,"Lagankhel Satdobato Rd, Lalitpur 44700, Nepal",27.668302,85.3205683,http://www.pahs.edu.np/,ChIJca-bvtEZ6zkRL3lkCFg9iUg
Hospitals,Tilganga Institute of Ophthalmology,01-5970048,"Ring Rd, Kathmandu 44600, Nepal",27.705663,85.35053990000002,https://tilganga.org/,ChIJYdkU8YEZ6zkRNA4FdTPztNQ
Hospitals,Bharosa Hospital Pvt.Ltd,01-4589891,"Devkota Sadak, Kathmandu 44600, Nepal",27.694354,85.3370236,https://bharosahospital.com.np/,ChIJa3h01ZkZ6zkRoi01Mm2lenI
Hospitals,Nepal Eye Hospital,01-5360813,"Tripureshwor, Kathmandu 44600, Nepal",27.6933205,85.31386940000002,http://www.nepaleyehospital.org/,ChIJ1VfyrLIZ6zkRAMWh1BBSlL0
Hospitals,Kathmandu National Medical College & Teaching Hospital,01-4771557,"29 Ghattekulo Marga, Kathmandu 44600, Nepal",27.7015734,85.3275176,https://kathmandunational.edu.np/,ChIJm5sQcgAZ6zkR9aTNjTMrAbA
Hospitals,Suvekchya Int´l Hospital & Research Center,01-5389534,"P75J+J9P, Kathmandu 44600, Nepal",27.7090855,85.28095429999999,http://www.sihrc.com.np/,ChIJDW4XbYYY6zkRnUNiin-I2I4
Hospitals,National Cardiac Centre (NCC),01-5907144,"Unnamed Road, Kathmandu 44600, काठमाडौँ 44600, Nepal",27.7402849,85.3318927,http://www.nationalcardiaccentre.com/,ChIJa_MT5qMZ6zkRsLKhqRC4qqQ
Hospitals,Chhatrapati Free Clinic Hospital,01-5316138,"P865+798, Gangalal Marg, Kathmandu 44600, Nepal",27.7106607,85.3084547,https://chhatrapatihospital.com/,ChIJe9nWqv4Y6zkRUxjphOzzNhg
Hospitals,International Friendship Children's Hospital,01-4516838,"Maharajgunj, Kathmandu 44600, Nepal",27.7317268,85.32573479999999,http://www.ifch.com.np/,ChIJeQp2CD0Z6zkR2cpD1RZwT3M
Police Stations,Nepal Police Headquarters,01-4411210,"Sama Marg, Kathmandu 44600, Nepal",27.716908,85.327915,https://www.nepalpolice.gov.np/,ChIJ6R4Vcw4Z6zkRvoCSGAF2f4E
Police Stations,Kathmandu Valley Police Office,01-4231466,"P848+PF7, Ratna Park Path, Kathmandu 44600, Nepal",27.706776,85.3161674,https://ktmvalley.nepalpolice.gov.np/,ChIJEdnxXwAZ6zkRSypQNue4Ivc
Police Stations,"Police Sector, Koteshwor",01-4600739,"Koteshwor Police Station, Chautarphi Marg, Kathmandu 44600, Nepal",27.6788038,85.3489879,http://www.nepalpolice.gov.np/,ChIJryStk_MZ6zkRB9HoXVhFL4M
Police Stations,Kathmandu Valley Police Special Security Battalion,01-4257682,"M8V7+4HP, Tripura Marg, Kathmandu 44600, Nepal",27.692847,85.313947,N/A,ChIJ4XoKrrIZ6zkR1u5tfiP36QQ
Police Stations,Police Circle Lainchaur,985-1282799,"P895+8QH, Paknajol Marg, Kathmandu 44600, Nepal",27.7183162,85.309489,N/A,ChIJmzpGaeMY6zkRCrdmXMKOmkw
Police Stations,"Police Circle, New Baneshwor",01-4111687,"M8PV+CJ8, Kathmandu 44600, Nepal",27.686032,85.34406249999999,N/A,ChIJXR-WfJIZ6zkR3iXHqeG7wlo
Police Stations,Old Baneshwor Police Post,N/A,"P82Q+V9J, Kathmandu 44600, Nepal",27.7022047,85.3383908,N/A,ChIJVVWKFpwZ6zkRpPUCgDPMNao
Police Stations,Police Circle Jansewa,01-4222757,"P835+HW9, Kathmandu 44600, Nepal",27.7039003,85.3098452,N/A,ChIJiavslFUY6zkRMjLgvAP97Pc
Police Stations,Thapathali Police Station,01-4260900,"44617, काठमाडौँ 44617, Nepal",27.6884348,85.31961799999999,https://www.nepalpolice.gov.np/,ChIJTWoWPLEZ6zkR7tdeXXJKbAE
Police Stations,Police Sector Kandaghari,985-1283340,"M9V9+W52, Kathmandu 44600, Nepal",27.6947549,85.36789240000002,https://www.nepalpolice.gov.np/,ChIJKxFzYzga6zkRKNl0FjENiIY
Police Stations,Police Beat Bafal Kathmandu,01-4282100,"M7XM+HHQ, Gyanodaya Marg, Kathmandu 44600, Nepal",27.698972,85.28399979999999,N/A,ChIJj7rJZ2MY6zkRJI4EWbOjyZU
Police Stations,Police Sector Mangalbazar,N/A,"M8CG+P8X, Lalitpur 44600, Nepal",27.6718737,85.32587319999999,N/A,ChIJ-zNzbMUZ6zkRYmMBY6tD21I
Police Stations,Metropolitan Police Station,N/A,"Shriganesh Marg, Kathmandu 44600, Nepal",27.6860086,85.3440376,N/A,ChIJl2qpZJIZ6zkRENLWApfN1zk
Police Stations,Metropolitan Police Witt,01-4270536,"M8W5+872, Milan Marg, Kathmandu 44600, Nepal",27.695751,85.308155,N/A,ChIJTd-bhlEY6zkR6OqLUnXShek
Police Stations,Koteshwor Police Sub-Station,N/A,"M8GQ+C58, Kathmandu 44600, Nepal",27.6760371,85.3379677,N/A,ChIJCyUvZukZ6zkRqaPzHckbgvM
Police Stations,Traffic Police Durbar Marg,985-1281344,"P879+46R, दरबार मार्ग सडक, Kathmandu 44600, Nepal",27.7128566,85.3180151,https://traffic.nepalpolice.gov.np/,ChIJfxIYkgMZ6zkRDxT0HNKwkiE
Police Stations,"Police Sector, Imadol",N/A,"1 Imadol Krishna Mandir Rd, 44600, Nepal",27.6595001,85.3438094,http://www.nepalpolice.gov.np/,ChIJzbUZnuIZ6zkRuqnEe6Ne8Og
Police Stations,Traffic Police Office Swayambhu,01-4219641,"P77V+84C, Swayambhu Cir Rd, Kathmandu 44600, Nepal",27.7133141,85.29275319999999,https://traffic.nepalpolice.gov.np/,ChIJ89rFsvIY6zkR-ye0iNKlQMM
Police Stations,Temporary Police Bit,N/A,"M8WJ+9J3, Narayaneshwor Marg, Kathmandu 44600, Nepal",27.6958911,85.3315561,N/A,ChIJ8YMhHKMZ6zkR6sDMgZzwiRo
Police Stations,Temporary Metropolitan Police Division,01-4389653,"P8J5+JH9, Kathmandu 44600, Nepal",27.7315393,85.3089869,N/A,ChIJDwKzh94Y6zkRPljvohyUz68
Police Stations,District Police Range Kathmandu,1660-01-41516,"M8W9+HVF, Kathmandu 44600, Nepal",27.6964456,85.3196676,https://ktmvalley.nepalpolice.gov.np/structure/police-range-kathmandu/,ChIJ5eLeLZwZ6zkRry8bDWNTQck
Police Stations,Kathmandu Valley Traffic Police Office,01-5319641,"M8XC+MH3, Kathmandu 44600, Nepal",27.699128,85.32141779999999,https://traffic.nepalpolice.gov.np/,ChIJMxSjAn8Z6zkR6rP5vkf3Gp0
Police Stations,"Nepal Police Headquarters,Naxal",985-1285920,"P88H+948, Sama Marg, Kathmandu 44600, Nepal",27.7159129,85.327837,http://www.nepalpolice.gov.np/,ChIJgRRs6fgZ6zkRltEJ2GBqnus
Police Stations,Police Circle Kalimati,985-1283016,"M7WX+WQ8, विश्वविद्यालय पथ, Kathmandu 44614, Nepal",27.697289,85.299452,N/A,ChIJy3DDv1sY6zkRqImfNFF0Js0
Police Stations,Traffic Police Sector Kalanki,N/A,"M7RM+4J4, रिङ्ग रोड, Kathmandu 44614, Nepal",27.690274,85.284087,https://traffic.nepalpolice.gov.np/,ChIJ56h8t28Y6zkRJtcCaiPsjo8
Police Stations,Maharajgunj Police Station,985-1283007,"P8QQ+QCV, Ring Rd, Kathmandu 44600, Nepal",27.7394797,85.33855199999999,http://www.nepalpolice.gov.np/,ChIJGaUNOUYZ6zkRZER6pEfVAZo
Police Stations,"District Police Range, Lalitpur",01-5521350,"M8F6+GXV, Lalitpur 44700, Nepal",27.6738521,85.31243099999999,http://nepalpolice.gov.np,ChIJ9QXoJDMY6zkRZxUno0sqdwI
Police Stations,"Police Circle, Durbarmarg, kathmandu",985-1283003,"P879+56R, Durbar Marg, Kathmandu 44600, Nepal",27.7129913,85.31800770000001,N/A,ChIJS8zVp6wZ6zkRfH-4_RS-oeg
Police Stations,Temporary Police Post,N/A,"P8M5+894, गोंगबु मार्ग, Kathmandu 44600, Nepal",27.733263,85.308448,N/A,ChIJe2n1HdwY6zkRa7JB-jroJPk
Police Stations,Police bit,N/A,"M8WW+P62, Kareshwor Marga, Kathmandu 44600, Nepal",27.6967733,85.3455201,N/A,ChIJnfO0ZI8Z6zkRVR2wiwl-pU4
Police Stations,"Metropolitan Police Circle, cowshed",N/A,"गौशाला, चन्‍दर्‍ विनायक मार्ग, Kathmandu 44602, Nepal",27.7121665,85.3387106,N/A,ChIJ81Aa93MZ6zkRZl7DnoCLAoc
Police Stations,Police Post,01-4354568,"बालाजु-१६, Basantanagar, Tarakeshwar 44600, Nepal",27.739249,85.3095429,N/A,ChIJn1X96NkY6zkRRL4yCE4nNzE
Police Stations,Metropolitan Police Circle,01-4222757,"P853+HHX, Chittadhar Marg, Kathmandu 44600, Nepal",27.7089947,85.30398819999999,N/A,ChIJF5KJxPkY6zkRRn9i3PgRjRU
Police Stations,Tourist Police Office Nepal,01-4247041,"Kathmandu 44600, Nepal",27.7015158,85.3171187,http://www.nepalpolice.gov.np/,ChIJw2huuqsZ6zkRlduy13HWoNM
Police Stations,Mahanagariya police beat,N/A,"P86Q+P6H, Kathmandu 44600, Nepal",27.7118109,85.3381045,N/A,ChIJYerTHakZ6zkRje1NcOmN5C4
Police Stations,Police Circle Boudha,985-1283010,"Baudha 6, Boudha Rd, Kathmandu 44600, Nepal",27.7203314,85.3597937,http://www.nepalpolice.gov.np/,ChIJu5cEjNkb6zkRoSYjc7eYq74
Police Stations,"Mahanagar Police Beat, Midbaneshwor",N/A,"M8WQ+73V, Kathmandu 44600, Nepal",27.6957275,85.3376725,N/A,ChIJH4ybx5kZ6zkRlPLMXIKKRHY
Police Stations,Police Sector Gangahiti,N/A,"44602, काठमाडौँ 44602, Nepal",27.7203945,85.34278049999999,N/A,ChIJQwXkpW8Z6zkRpjdxmpV_Mk8
Police Stations,Police Station,N/A,"M8R2+P7M, Kathmandu 44600, Nepal",27.6918333,85.3006608,N/A,ChIJf75l30QY6zkRRqa0LpLupl4
Police Stations,"Traffic Police Sector, Koteshwor",01-4600666,"M8HX+6P2, Araniko Highway, Kathmandu 44600, Nepal",27.6780024,85.3492806,https://traffic.nepalpolice.gov.np/,ChIJ42JQ8PMZ6zkRJxVpqMdl1u0
Police Stations,Panchakanya Police Station,N/A,"P8MQ+2GC, Chundevi Marg, Kathmandu 44600, Nepal",27.7325538,85.33877129999999,N/A,ChIJvesADOwZ6zkR9QrfNbWf3Qw
Police Stations,Mahankal Boudha Police Station,N/A,"Unnamed Road, Kathmandu 44600, काठमाडौँ 44600, Nepal",27.7223103,85.35480729999999,N/A,ChIJy-GbzZcZ6zkR1m6_FU0wyiI
Police Stations,Police station,01-4471772,"M9X2+JGC, Sleshmantak Street, Kathmandu 44600, Nepal",27.699073,85.3512729,N/A,ChIJt61m6oYZ6zkRVmxUhBG6UGA
Police Stations,सामुदायिक पप्रहरी सेवा केन्द्र,01-4155288,"M8JR+4GM, Sahyoginagar Marga, Kathmandu 44600, Nepal",27.680337,85.341309,N/A,ChIJNY_18OwZ6zkRQswAC1CKSok
Police Stations,Police Station,N/A,"Shahid Marg, Kathmandu 44600, Nepal",27.7117652,85.3371473,N/A,ChIJfVrgmtMZ6zkRZjkzJ-7DXEY
Police Stations,Police bit Swayambhu marg,01-4471772,"P922+WMC, शम्भु मार्ग, Kathmandu 44600, Nepal",27.702322,85.35164700000001,N/A,ChIJuf0SF4EZ6zkRUyJ7P4X6pCI
Police Stations,Maitidevi Police Post,985-1284001,"P83M+H3W, Kathmandu 44600, Nepal",27.703985,85.3327159,N/A,ChIJnditRqAZ6zkRQClQ79ow6qE
Police Stations,Metropolitan Temporary Police Beat,985-1283003,"P8FC+3MC, नील सरस्वती मार्ग, Kathmandu 44600, Nepal",27.72269,85.3216425,N/A,ChIJZ2zuKxoZ6zkROM-WtrGzgO8
Police Stations,"Police Headquarters, Character Verification Section",01-4412783,"P88H+7C2, Sama Marg, Kathmandu 44600, Nepal",27.7156256,85.32852299999999,N/A,ChIJc3uLRWQZ6zkRxaXBPSS6nis
Police Stations,"Mahanagariya Prahari Prabhag, Balkumari Police Station",985-1286801,"M8CP+P7M, Lalitpur 44600, Nepal",27.671837,85.3356751,N/A,ChIJ8wTtbOgZ6zkRP83EKJV_4nY
Police Stations,काठमाण्डौ उपत्यका अपराध अनुसन्धान कार्यालय (Kathmandu Valley Crime Division),985-1283032,"M8PP+6G5, Suruchi Marga, Kathmandu 44600, Nepal",27.6855066,85.33637039999999,N/A,ChIJCwMvU0sZ6zkRD4ttdTVmBNg
Police Stations,Community Police Service Center,N/A,"P84F+QMQ, Kumari Marg, Kathmandu 44600, Nepal",27.7069582,85.3242472,N/A,ChIJU-POShUZ6zkREzHPm-jI-yQ
Police Stations,Metropolitian Police Station Lagankhel,N/A,"M89F+3FJ, Lalitpur 44700, Nepal",27.6677238,85.323649,https://www.nepalpolice.gov.np/,ChIJWc08fNAZ6zkRgHdgaKPSzck
Police Stations,Om Kareshwor Police Post,N/A,"M8WW+M6R, Kathmandu 44600, Nepal",27.6967496,85.3455067,N/A,ChIJt8VOe48Z6zkRbCAQP2fw7kw
Police Stations,Nepal Police Club,N/A,"P839+364, Pradarshani Marg, Kathmandu 44600, Nepal",27.7026279,85.318067,N/A,ChIJEbJmMqoZ6zkRoFPZ8s-9X9M
Police Stations,Nepal Police Hospital,01-4412430,"Krishna Dhara Marg, Kathmandu 44600, Nepal",27.7312052,85.32338709999999,https://nph.nepalpolice.gov.np/,ChIJH7w4NT0Z6zkR1Bsu0nJbKx0
Police Stations,Armed Police Force No.21 BN HQ Dakshinkali Lalitpur,01-5424445,"M83H+682, Godawari Sadak, ललितपुर 44700, Nepal",27.6530125,85.3282656,N/A,ChIJky_YCWQX6zkRygoVXWxxcZc
Police Stations,Dhobichaur police station,N/A,"P864+WVG, Indrayani Galli, Kathmandu 44600, Nepal",27.7123075,85.3072068,https://www.nepalpolice.gov.np/,ChIJm3f46vsY6zkRsrafdvLpkUo
Police Stations,Traffic Police Station,N/A,"M8Q8+C9F, Lalitpur 44600, Nepal",27.688557,85.3159287,N/A,ChIJ1yY5d7MZ6zkRsH4tajfw5zE
Police Stations,Metropolitian Police Circle,N/A,"44600 Ring Rd, Lalitpur 44700, Nepal",27.6596137,85.32688089999999,N/A,ChIJKYFo-9gZ6zkRcQ6XpxUCiAg
Ambulance Service,Nepal Ambulance Service,01-4427833,"Ghattekulo Marga, Kathmandu 44600, Nepal",27.7037636,85.32747839999999,http://nepalambulanceservice.org/,ChIJF23DFacZ6zkRpawYJANk6j0
Ambulance Service,24/7 Ambulance Sewa,984-9695085,"Dhumbarahi Chowk, Kathmandu 44600, Nepal",27.7317372,85.3443899,https://www.ambulancesewa.com/,ChIJ1xtHZMEI5CARni33bsw81iU
Ambulance Service,Nepal Ambulance Service,N/A,"P75J+4RQ Nepal Ambulance Service, Kathmandu 44614, Nepal",27.7078255,85.28210589999999,http://www.ambulancesewa.com.np/,ChIJdUuUMIYY6zkR02aV9sayu3A
Ambulance Service,Ambulance service,984-0074297,"P8RQ+42C, Kathmandu 44600, Nepal",27.7395745,85.3370875,N/A,ChIJq9_hcKoZ6zkRuhw5JYnCz-A
Ambulance Service,Nepal Ambulance Service,981-8088068,"maharajgunj dhara marga, Kathmandu 44600, Nepal",27.7363145,85.3329797,N/A,ChIJjzMhmKgZ6zkRCm9I3LdTTOA
Ambulance Service,Air Ambulance Nepal,986-0555163,"M8XC+RMM, Kathmandu 44600, Nepal",27.6995824,85.321675,http://www.airambulancenepal.com/,ChIJu9j3ObIZ6zkRz0ntkRKmzxI
Ambulance Service,Paropakar Ambulance Service,01-4260859,"P823+R36, Paropakar Marg, Kathmandu 44600, Nepal",27.7020412,85.3026551,N/A,ChIJHexyLVgY6zkR7twGtzbv-RA
Ambulance Service,Nava Jewan Ambulance Sewa,981-8461500,"Maharajgunj, Kathmandu 44600, Nepal",27.736962,85.33395519999999,N/A,ChIJ2_P1Fl95-CcR_F6DbMXEA7U
Ambulance Service,Air Ambulance Aviation,N/A,"P945+HC, Kathmandu 44600, Nepal",27.70645,85.3585974,http://www.airambulanceaviation.com/,ChIJZRovNBob6zkRCY6USQoRCDs
Ambulance Service,"Heli Ambulance: Emergency Helicopter Rescue Service, Nepal Heli Charter and Rescue",986-0939995,"Thamel, Kathmandu 44600, Nepal",27.7177075,85.31185690000001,https://heliambulance.com/,ChIJNX-ZY3sZ6zkRqTnMgCht5Mk
Ambulance Service,TU Teaching Hospital Emergency Ward,01-4412303,"Kathmandu 44600, Nepal",27.7353768,85.3310225,N/A,ChIJGxsZNzkZ6zkR4fP6doMUQ1o
